fileId,commitId,filePath,algorithm,startPos,isSrc,stmtType,srcStmtLine,dstStmtLine,stmt-inaccurate,token-inaccurate
127,bd9905d415f7ea604080301ae4ad7ca5f36e1ef2,integration-test/src/test/java/org/hibernate/search/integrationtest/OrmElasticsearchAccessTypeIT.java,gt,6695,1,VariableDeclarationStatement,184,169,0,0
127,bd9905d415f7ea604080301ae4ad7ca5f36e1ef2,integration-test/src/test/java/org/hibernate/search/integrationtest/OrmElasticsearchAccessTypeIT.java,mtdiff,6695,1,VariableDeclarationStatement,184,81,1,
128,4cbaf70a807dc10f3123617ea57a09d102a87647,integrationtest/performance/src/test/java/org/hibernate/search/test/performance/backend/BackendStressTest.java,gt,6035,1,ReturnStatement,209,-1,0,1
128,4cbaf70a807dc10f3123617ea57a09d102a87647,integrationtest/performance/src/test/java/org/hibernate/search/test/performance/backend/BackendStressTest.java,ijm,6035,1,ReturnStatement,209,-1,0,1
129,df56e11f79492d3eeba36ac56280edcb2a66afac,hibernate-search-engine/src/main/java/org/hibernate/search/util/impl/ClassLoaderHelper.java,gt,9311,1,MethodDeclaration,256,256,0,1
129,df56e11f79492d3eeba36ac56280edcb2a66afac,hibernate-search-engine/src/main/java/org/hibernate/search/util/impl/ClassLoaderHelper.java,mtdiff,9311,1,MethodDeclaration,256,256,0,0
129,df56e11f79492d3eeba36ac56280edcb2a66afac,hibernate-search-engine/src/main/java/org/hibernate/search/util/impl/ClassLoaderHelper.java,ijm,9311,1,MethodDeclaration,256,256,0,1
130,2f45e686199bf9f20f354e1c953018eb0ebb934a,engine/src/test/java/org/hibernate/search/test/util/FieldSelectorLeakingReaderProvider.java,gt,9310,0,MethodDeclaration,271,308,0,1
130,2f45e686199bf9f20f354e1c953018eb0ebb934a,engine/src/test/java/org/hibernate/search/test/util/FieldSelectorLeakingReaderProvider.java,mtdiff,9310,0,MethodDeclaration,271,308,0,0
131,35bd2e4eea040726507f678d9f688da046d71c19,src/java/org/hibernate/search/backend/impl/BatchedQueueingProcessor.java,gt,2457,0,ExpressionStatement,60,58,0,0
131,35bd2e4eea040726507f678d9f688da046d71c19,src/java/org/hibernate/search/backend/impl/BatchedQueueingProcessor.java,mtdiff,2457,0,ExpressionStatement,60,58,0,1
131,35bd2e4eea040726507f678d9f688da046d71c19,src/java/org/hibernate/search/backend/impl/BatchedQueueingProcessor.java,ijm,2457,0,ExpressionStatement,60,58,0,1
132,ceaf592a6f65cd8ef19dc401900992fe0073c0fd,integrationtest/sandbox/src/test/java/org/hibernate/search/test/performance/optimizer/OptimizerPerformanceTest.java,gt,6157,0,ExpressionStatement,220,214,0,1
132,ceaf592a6f65cd8ef19dc401900992fe0073c0fd,integrationtest/sandbox/src/test/java/org/hibernate/search/test/performance/optimizer/OptimizerPerformanceTest.java,mtdiff,6157,0,ExpressionStatement,50,214,1,
132,ceaf592a6f65cd8ef19dc401900992fe0073c0fd,integrationtest/sandbox/src/test/java/org/hibernate/search/test/performance/optimizer/OptimizerPerformanceTest.java,ijm,6157,0,ExpressionStatement,220,214,0,0
133,f6695b6e94d1492ba0b96a6f7c34e54bfc72d19e,mapper/orm/src/main/java/org/hibernate/search/mapper/orm/search/spi/HibernateOrmSearchTarget.java,gt,909,1,MethodDeclaration,20,-1,1,0
133,f6695b6e94d1492ba0b96a6f7c34e54bfc72d19e,mapper/orm/src/main/java/org/hibernate/search/mapper/orm/search/spi/HibernateOrmSearchTarget.java,mtdiff,909,1,MethodDeclaration,20,16,1,0
133,f6695b6e94d1492ba0b96a6f7c34e54bfc72d19e,mapper/orm/src/main/java/org/hibernate/search/mapper/orm/search/spi/HibernateOrmSearchTarget.java,ijm,909,1,MethodDeclaration,20,-1,1,0
134,a9206c8e99d0e450692d8d6c3ab855656497108d,engine/src/main/java/org/hibernate/search/query/dsl/impl/ConnectedMultiFieldsRangeQueryBuilder.java,gt,5495,0,VariableDeclarationStatement,-1,135,0,0
134,a9206c8e99d0e450692d8d6c3ab855656497108d,engine/src/main/java/org/hibernate/search/query/dsl/impl/ConnectedMultiFieldsRangeQueryBuilder.java,mtdiff,5495,0,VariableDeclarationStatement,121,135,1,
135,118eb94144af460368849ae4b35b0639337916bd,hibernate-search/src/main/java/org/hibernate/search/batchindexing/impl/EntityConsumerLuceneworkProducer.java,gt,2793,0,FieldDeclaration,65,66,0,1
135,118eb94144af460368849ae4b35b0639337916bd,hibernate-search/src/main/java/org/hibernate/search/batchindexing/impl/EntityConsumerLuceneworkProducer.java,ijm,2793,0,FieldDeclaration,65,66,0,0
136,edaff0a3885a2c6a257834d66904d64d1fced709,engine/src/main/java/org/hibernate/search/backend/impl/WorkQueuePerIndexSplitter.java,gt,1252,1,ReturnStatement,34,-1,0,1
136,edaff0a3885a2c6a257834d66904d64d1fced709,engine/src/main/java/org/hibernate/search/backend/impl/WorkQueuePerIndexSplitter.java,ijm,1252,1,ReturnStatement,34,-1,0,0
137,5f4eb3444328a7b79d6f41e841184515fa516206,orm/src/main/java/org/hibernate/search/batchindexing/impl/IdentifierProducer.java,gt,4206,0,VariableDeclarationStatement,109,109,0,1
137,5f4eb3444328a7b79d6f41e841184515fa516206,orm/src/main/java/org/hibernate/search/batchindexing/impl/IdentifierProducer.java,mtdiff,4206,0,VariableDeclarationStatement,109,109,0,0
138,11f92bc12a74b86f4506d43ea495fb6242a4638c,elasticsearch/src/main/java/org/hibernate/search/backend/elasticsearch/client/impl/BulkRequest.java,gt,2410,1,ReturnStatement,90,103,0,1
138,11f92bc12a74b86f4506d43ea495fb6242a4638c,elasticsearch/src/main/java/org/hibernate/search/backend/elasticsearch/client/impl/BulkRequest.java,mtdiff,2410,1,ReturnStatement,90,103,0,0
139,7c334be52a775b20429cf3868db84c29f5f949e9,util/internal/integrationtest/common/src/main/java/org/hibernate/search/util/impl/integrationtest/common/rule/SearchWorkCall.java,gt,1024,1,ExpressionStatement,26,26,0,0
139,7c334be52a775b20429cf3868db84c29f5f949e9,util/internal/integrationtest/common/src/main/java/org/hibernate/search/util/impl/integrationtest/common/rule/SearchWorkCall.java,mtdiff,1024,1,ExpressionStatement,26,-1,1,
140,c7bb8a7d47d5219295c34b912b6d18e976d45a08,orm/src/test/java/org/hibernate/search/test/query/sorting/Territory.java,gt,2839,0,ExpressionStatement,108,105,0,1
140,c7bb8a7d47d5219295c34b912b6d18e976d45a08,orm/src/test/java/org/hibernate/search/test/query/sorting/Territory.java,mtdiff,2839,0,ExpressionStatement,108,105,0,0
140,c7bb8a7d47d5219295c34b912b6d18e976d45a08,orm/src/test/java/org/hibernate/search/test/query/sorting/Territory.java,ijm,2839,0,ExpressionStatement,108,105,0,1
141,4a7218f54fa881b6e3ca372c0f0eeb67b721059a,spring-webflux/src/test/java/org/springframework/web/reactive/config/DelegatingWebFluxConfigurationTests.java,gt,2149,0,FieldDeclaration,60,60,0,0
141,4a7218f54fa881b6e3ca372c0f0eeb67b721059a,spring-webflux/src/test/java/org/springframework/web/reactive/config/DelegatingWebFluxConfigurationTests.java,ijm,2149,0,FieldDeclaration,60,60,0,1
142,f813712f5b413b354560cd7cc006352e9defa9a3,spring-jdbc/src/main/java/org/springframework/jdbc/core/metadata/Db2CallMetaDataProvider.java,gt,2109,1,ExpressionStatement,61,63,0,0
142,f813712f5b413b354560cd7cc006352e9defa9a3,spring-jdbc/src/main/java/org/springframework/jdbc/core/metadata/Db2CallMetaDataProvider.java,ijm,2109,1,ExpressionStatement,61,63,0,1
143,a79c015297e382bc6702d057e32efc74a4e2672c,org.springframework.web.servlet/src/main/java/org/springframework/web/servlet/HandlerExecutionChain.java,gt,3578,0,ExpressionStatement,-1,122,1,
143,a79c015297e382bc6702d057e32efc74a4e2672c,org.springframework.web.servlet/src/main/java/org/springframework/web/servlet/HandlerExecutionChain.java,mtdiff,3578,0,ExpressionStatement,-1,122,1,
144,539cfc24c6a738a22fd00c0b4096fc1511877ddd,spring-core/src/test/java/org/springframework/core/codec/DataBufferEncoderTests.java,gt,1858,0,VariableDeclarationStatement,-1,61,1,
144,539cfc24c6a738a22fd00c0b4096fc1511877ddd,spring-core/src/test/java/org/springframework/core/codec/DataBufferEncoderTests.java,mtdiff,1858,0,VariableDeclarationStatement,-1,61,1,
144,539cfc24c6a738a22fd00c0b4096fc1511877ddd,spring-core/src/test/java/org/springframework/core/codec/DataBufferEncoderTests.java,ijm,1858,0,VariableDeclarationStatement,-1,61,1,
145,898c24fcdd7930bff9717903c9884c0c8d146fa5,spring-messaging/src/main/java/org/springframework/messaging/handler/invocation/AbstractMethodMessageHandler.java,gt,18927,0,CatchClause,508,505,0,0
145,898c24fcdd7930bff9717903c9884c0c8d146fa5,spring-messaging/src/main/java/org/springframework/messaging/handler/invocation/AbstractMethodMessageHandler.java,ijm,18927,0,CatchClause,508,505,0,1
146,d66c733ef49d75c141989ff19a5fdf070a82fa25,spring-aop/src/test/java/org/springframework/aop/support/DelegatingIntroductionInterceptorTests.java,gt,3447,1,ExpressionStatement,108,-1,0,0
146,d66c733ef49d75c141989ff19a5fdf070a82fa25,spring-aop/src/test/java/org/springframework/aop/support/DelegatingIntroductionInterceptorTests.java,mtdiff,3447,1,ExpressionStatement,108,100,1,
147,fa9cc1eb1a7755d3e3d91e3a89954e85b02b26f2,spring-web-reactive/src/main/java/org/springframework/web/reactive/function/ServerResponse.java,gt,1653,0,TypeDeclaration,48,47,0,1
147,fa9cc1eb1a7755d3e3d91e3a89954e85b02b26f2,spring-web-reactive/src/main/java/org/springframework/web/reactive/function/ServerResponse.java,mtdiff,1653,0,TypeDeclaration,48,47,0,0
148,05084d504bca9351f39c949de45378ede28ff272,spring-websocket/src/main/java/org/springframework/web/socket/sockjs/support/DefaultSockJsService.java,gt,3930,0,Block,86,87,0,0
148,05084d504bca9351f39c949de45378ede28ff272,spring-websocket/src/main/java/org/springframework/web/socket/sockjs/support/DefaultSockJsService.java,mtdiff,3930,0,Block,-1,87,1,0
149,1b2dc3638f90508dbc98dcd8a518153fb0db62d0,spring-webmvc/src/main/java/org/springframework/web/servlet/support/ServletUriComponentsBuilder.java,gt,6811,1,VariableDeclarationStatement,192,-1,0,1
149,1b2dc3638f90508dbc98dcd8a518153fb0db62d0,spring-webmvc/src/main/java/org/springframework/web/servlet/support/ServletUriComponentsBuilder.java,mtdiff,6811,1,VariableDeclarationStatement,192,-1,0,0
149,1b2dc3638f90508dbc98dcd8a518153fb0db62d0,spring-webmvc/src/main/java/org/springframework/web/servlet/support/ServletUriComponentsBuilder.java,ijm,6811,1,VariableDeclarationStatement,192,-1,0,1
150,83c83d4d152ff6d8bffe79e9eece31ea0fc89c0e,org.springframework.web.servlet/src/main/java/org/springframework/web/servlet/view/ContentNegotiatingViewResolver.java,gt,18573,0,IfStatement,426,428,1,1
150,83c83d4d152ff6d8bffe79e9eece31ea0fc89c0e,org.springframework.web.servlet/src/main/java/org/springframework/web/servlet/view/ContentNegotiatingViewResolver.java,mtdiff,18573,0,IfStatement,-1,428,0,1
150,83c83d4d152ff6d8bffe79e9eece31ea0fc89c0e,org.springframework.web.servlet/src/main/java/org/springframework/web/servlet/view/ContentNegotiatingViewResolver.java,ijm,18573,0,IfStatement,-1,428,0,1
