fileId,commitId,filePath,algorithm,startPos,isSrc,stmtType,srcStmtLine,dstStmtLine,stmt-inaccurate,token-inaccurate
151,78484129f5e7ec4d384fbd34a55fc4f28ba497a8,spring-context/src/main/java/org/springframework/cache/concurrent/ConcurrentMapCacheManager.java,gt,3698,0,Block,89,101,1,
151,78484129f5e7ec4d384fbd34a55fc4f28ba497a8,spring-context/src/main/java/org/springframework/cache/concurrent/ConcurrentMapCacheManager.java,mtdiff,3698,0,Block,-1,101,0,0
152,3988dd9ebb976dce8d79ba31bcc515c5e62154de,spring-expression/src/main/java/org/springframework/expression/spel/ast/MethodReference.java,gt,13140,1,ExpressionStatement,355,355,0,0
152,3988dd9ebb976dce8d79ba31bcc515c5e62154de,spring-expression/src/main/java/org/springframework/expression/spel/ast/MethodReference.java,mtdiff,13140,1,ExpressionStatement,355,355,0,1
152,3988dd9ebb976dce8d79ba31bcc515c5e62154de,spring-expression/src/main/java/org/springframework/expression/spel/ast/MethodReference.java,ijm,13140,1,ExpressionStatement,355,355,0,1
153,9253facf029e1592b5d9f2e0fd72fe47d3cb4515,spring-webflux/src/main/java/org/springframework/web/reactive/result/view/RequestContext.java,gt,13823,1,MethodDeclaration,402,402,1,
153,9253facf029e1592b5d9f2e0fd72fe47d3cb4515,spring-webflux/src/main/java/org/springframework/web/reactive/result/view/RequestContext.java,mtdiff,13823,1,MethodDeclaration,402,402,1,
154,9ed087d5da52ec80e17b4aeb594839d8a1d49b2d,spring-web/src/main/java/org/springframework/http/HttpHeaders.java,gt,17763,1,ReturnStatement,444,-1,1,
154,9ed087d5da52ec80e17b4aeb594839d8a1d49b2d,spring-web/src/main/java/org/springframework/http/HttpHeaders.java,mtdiff,17763,1,ReturnStatement,444,432,0,1
155,8cf5ea91f8f764229cac2fde619b37f01adf08d3,spring-web-reactive/src/test/java/org/springframework/core/io/buffer/support/DataBufferUtilsTests.java,gt,2359,1,ExpressionStatement,69,69,0,0
155,8cf5ea91f8f764229cac2fde619b37f01adf08d3,spring-web-reactive/src/test/java/org/springframework/core/io/buffer/support/DataBufferUtilsTests.java,ijm,2359,1,ExpressionStatement,69,69,0,1
156,14ab2c88cc512a92d82db1f8fbb22d53445c6aa2,spring-web/src/main/java/org/springframework/http/client/HttpComponentsClientHttpRequest.java,gt,2316,0,ExpressionStatement,-1,76,0,0
156,14ab2c88cc512a92d82db1f8fbb22d53445c6aa2,spring-web/src/main/java/org/springframework/http/client/HttpComponentsClientHttpRequest.java,ijm,2316,0,ExpressionStatement,81,76,1,
157,f4f508d869a61283d1ae794cc9732656eefedf2f,spring-web/src/test/java/org/springframework/http/converter/json/GsonFactoryBeanTests.java,gt,3997,0,ExpressionStatement,-1,135,0,0
157,f4f508d869a61283d1ae794cc9732656eefedf2f,spring-web/src/test/java/org/springframework/http/converter/json/GsonFactoryBeanTests.java,mtdiff,3997,0,ExpressionStatement,134,135,0,0
158,fd36af6fcfe415e39ba314761010756043a1722d,spring-webflux/src/test/java/org/springframework/web/reactive/result/method/annotation/ServerWebExchangeArgumentResolverTests.java,gt,4742,1,ExpressionStatement,106,108,0,1
158,fd36af6fcfe415e39ba314761010756043a1722d,spring-webflux/src/test/java/org/springframework/web/reactive/result/method/annotation/ServerWebExchangeArgumentResolverTests.java,mtdiff,4742,1,ExpressionStatement,106,108,0,0
158,fd36af6fcfe415e39ba314761010756043a1722d,spring-webflux/src/test/java/org/springframework/web/reactive/result/method/annotation/ServerWebExchangeArgumentResolverTests.java,ijm,4742,1,ExpressionStatement,106,108,0,1
159,70eaf02b7fab9d8a023ddb50cedcab859e93c245,spring-test-mvc/src/main/java/org/springframework/test/web/client/match/MockRestRequestMatchers.java,gt,3979,0,MethodDeclaration,135,130,0,0
159,70eaf02b7fab9d8a023ddb50cedcab859e93c245,spring-test-mvc/src/main/java/org/springframework/test/web/client/match/MockRestRequestMatchers.java,ijm,3979,0,MethodDeclaration,150,130,1,
160,3b40ce76bf751d788f57064bb692ceb8804a58af,spring-orm-hibernate4/src/main/java/org/springframework/orm/hibernate4/support/OpenSessionInViewInterceptor.java,gt,5340,1,MethodDeclaration,126,127,0,0
160,3b40ce76bf751d788f57064bb692ceb8804a58af,spring-orm-hibernate4/src/main/java/org/springframework/orm/hibernate4/support/OpenSessionInViewInterceptor.java,ijm,5340,1,MethodDeclaration,126,162,1,
161,6969f292e7bb0762f60f12ecc8cb279d565be9c0,runtime/project/src/main/java/org/springframework/roo/project/ProjectOperations.java,gt,13770,0,MethodDeclaration,-1,308,1,
161,6969f292e7bb0762f60f12ecc8cb279d565be9c0,runtime/project/src/main/java/org/springframework/roo/project/ProjectOperations.java,mtdiff,13770,0,MethodDeclaration,195,308,1,
161,6969f292e7bb0762f60f12ecc8cb279d565be9c0,runtime/project/src/main/java/org/springframework/roo/project/ProjectOperations.java,ijm,13770,0,MethodDeclaration,-1,308,1,
162,d3002db79d0cd85195cffd1bba5b47007ad3764e,addon-jsf/src/main/java/org/springframework/roo/addon/jsf/JsfOperationsImpl.java,gt,9825,0,VariableDeclarationStatement,202,203,0,1
162,d3002db79d0cd85195cffd1bba5b47007ad3764e,addon-jsf/src/main/java/org/springframework/roo/addon/jsf/JsfOperationsImpl.java,mtdiff,9825,0,VariableDeclarationStatement,-1,203,0,1
163,a8e8f9de41a5acaf4e4e10fd9942dcf789ac082d,metadata/src/main/java/org/springframework/roo/metadata/DefaultMetadataService.java,gt,4652,0,ReturnStatement,154,128,0,0
163,a8e8f9de41a5acaf4e4e10fd9942dcf789ac082d,metadata/src/main/java/org/springframework/roo/metadata/DefaultMetadataService.java,mtdiff,4652,0,ReturnStatement,83,128,1,
164,af03595e3b23ff25f2fb63512d8a3d74290dc1b1,addon-dod/src/main/java/org/springframework/roo/addon/dod/DataOnDemandMetadata.java,gt,51507,0,IfStatement,1030,1029,0,0
164,af03595e3b23ff25f2fb63512d8a3d74290dc1b1,addon-dod/src/main/java/org/springframework/roo/addon/dod/DataOnDemandMetadata.java,mtdiff,51507,0,IfStatement,1030,1029,0,1
165,28f9d97fe6618fc9b6804742cf821bf32004a1bb,project/src/test/java/org/springframework/roo/project/PomManagementServiceImplTest.java,gt,3807,0,MethodDeclaration,104,109,0,1
165,28f9d97fe6618fc9b6804742cf821bf32004a1bb,project/src/test/java/org/springframework/roo/project/PomManagementServiceImplTest.java,mtdiff,3807,0,MethodDeclaration,104,109,0,0
166,237aefee17c022e164e635c1ba3cdc175fbc84b8,addon-entity/src/main/java/org/springframework/roo/addon/entity/EntityCommands.java,gt,4668,1,IfStatement,61,62,0,0
166,237aefee17c022e164e635c1ba3cdc175fbc84b8,addon-entity/src/main/java/org/springframework/roo/addon/entity/EntityCommands.java,mtdiff,4668,1,IfStatement,61,105,1,
167,476ec5f35a3d8fc65b66834527ca1e29d18531c7,addon-gwt/src/main/java/org/springframework/roo/addon/gwt/GwtOperationsImpl.java,gt,3240,0,VariableDeclarationStatement,93,91,0,0
167,476ec5f35a3d8fc65b66834527ca1e29d18531c7,addon-gwt/src/main/java/org/springframework/roo/addon/gwt/GwtOperationsImpl.java,mtdiff,3240,0,VariableDeclarationStatement,308,91,1,
168,4da12579008eb700226c66331bd7b87456563730,addon-dbre/src/main/java/org/springframework/roo/addon/dbre/model/DatabaseXmlUtils.java,gt,10871,0,MethodDeclaration,226,236,0,0
168,4da12579008eb700226c66331bd7b87456563730,addon-dbre/src/main/java/org/springframework/roo/addon/dbre/model/DatabaseXmlUtils.java,ijm,10871,0,MethodDeclaration,-1,236,1,
169,74120ef2535a6399f00d2b99d6f3420f0ca43385,addon-web-mvc-jsp/src/main/java/org/springframework/roo/addon/web/mvc/jsp/JspOperationsImpl.java,gt,18149,1,IfStatement,343,343,0,0
169,74120ef2535a6399f00d2b99d6f3420f0ca43385,addon-web-mvc-jsp/src/main/java/org/springframework/roo/addon/web/mvc/jsp/JspOperationsImpl.java,mtdiff,18149,1,IfStatement,343,343,0,1
169,74120ef2535a6399f00d2b99d6f3420f0ca43385,addon-web-mvc-jsp/src/main/java/org/springframework/roo/addon/web/mvc/jsp/JspOperationsImpl.java,ijm,18149,1,IfStatement,343,343,0,1
170,02f90395ce110a166ae78f7a2ea958f41b4c9bbe,bootstrap/src/main/java/org/springframework/roo/bootstrap/AddOnOperations.java,gt,1857,0,ExpressionStatement,64,64,0,0
170,02f90395ce110a166ae78f7a2ea958f41b4c9bbe,bootstrap/src/main/java/org/springframework/roo/bootstrap/AddOnOperations.java,mtdiff,1857,0,ExpressionStatement,-1,64,1,
171,b68842761750c13715f39400766fdbe0d7407a63,addon-displaystring/src/main/java/org/springframework/roo/addon/displaystring/DisplayStringMetadata.java,gt,4072,0,IfStatement,98,95,1,0
171,b68842761750c13715f39400766fdbe0d7407a63,addon-displaystring/src/main/java/org/springframework/roo/addon/displaystring/DisplayStringMetadata.java,mtdiff,4072,0,IfStatement,96,95,0,1
171,b68842761750c13715f39400766fdbe0d7407a63,addon-displaystring/src/main/java/org/springframework/roo/addon/displaystring/DisplayStringMetadata.java,ijm,4072,0,IfStatement,98,95,1,0
172,43a0ae167eeb15cdf5f0885948efb835b09f50cc,classpath/src/main/java/org/springframework/roo/classpath/operations/ClasspathCommands.java,gt,12289,0,MethodDeclaration,208,208,0,0
172,43a0ae167eeb15cdf5f0885948efb835b09f50cc,classpath/src/main/java/org/springframework/roo/classpath/operations/ClasspathCommands.java,mtdiff,12289,0,MethodDeclaration,208,208,0,1
